,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
274,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,482799,2015,Hyderabad,Petrol,66196,Manual,2,10740
275,Maruti,Alto K10VXI,218699,2012,Hyderabad,Petrol,103887,Manual,1,4865
276,Maruti,S CrossZETA 1.3,738841,2017,Hyderabad,Diesel,111332,Manual,1,16435
277,Maruti,Swift DzireVDI BS IV,451599,2013,Hyderabad,Diesel,108673,Manual,2,10046
278,Maruti,SwiftVDI ABS,470299,2015,Hyderabad,Diesel,98101,Manual,1,10462
279,Toyota,EtiosGD,521099,2017,Hyderabad,Diesel,86972,Manual,2,11592
280,Honda,CityV AT,407599,2010,Hyderabad,Petrol,167063,Automatic,1,9067
281,Maruti,RitzVDI,307999,2011,Hyderabad,Diesel,114828,Manual,2,6851
282,Toyota,Innova Crysta2.4 VX 8 STR,1775899,2018,Hyderabad,Diesel,83837,Manual,2,39504
283,Maruti,BalenoALPHA DDIS 190,753199,2018,Hyderabad,Diesel,93565,Manual,1,16754
284,Volkswagen,PoloCOMFORTLINE 1.5L DIESEL,456299,2015,Hyderabad,Diesel,130613,Manual,2,10150
285,Maruti,Swift DzireVDI BS IV,514899,2015,Hyderabad,Diesel,97036,Manual,1,11454
286,Maruti,Swift DzireVDI,453899,2013,Hyderabad,Diesel,156746,Manual,1,10097
287,Ford,Figo1.4 ZXI DURATORQ,295599,2014,Hyderabad,Diesel,120930,Manual,1,6575
288,Maruti,Swift DzireVXI 1.2 BS IV,511899,2015,Hyderabad,Petrol,94320,Manual,1,11387
289,Maruti,SwiftVDI,398899,2012,Hyderabad,Diesel,164028,Manual,1,8873
290,Hyundai,Santro XingGLS LPG,269599,2012,Hyderabad,Petrol + LPG,129644,Manual,2,5997
291,Maruti,SwiftVXI,430099,2014,Hyderabad,Petrol,101747,Manual,1,9567
292,Maruti,Vitara BrezzaVDI AMT,861499,2018,Hyderabad,Diesel,81477,Manual,2,19164
293,Maruti,S CrossZETA 1.3,732231,2017,Hyderabad,Diesel,120461,Manual,1,16288
294,Maruti,BalenoALPHA DDIS 190,600799,2016,Hyderabad,Diesel,126738,Manual,1,13364
295,Maruti,Wagon R DuoLXI LPG,242099,2010,Hyderabad,Petrol + LPG,151076,Manual,2,5385
296,Toyota,Fortuner3.0 MT 4X4,932199,2009,Hyderabad,Diesel,215378,Manual,2,20736
297,Maruti,Alto 800VXI,251599,2014,Hyderabad,Petrol,167062,Manual,1,5597
298,Maruti,DzireVDI,599499,2017,Hyderabad,Diesel,175702,Manual,2,13336
299,Maruti,SwiftZDI,489499,2015,Hyderabad,Diesel,171277,Manual,1,10889
300,Maruti,Swift DzireVXI 1.3,327599,2009,Hyderabad,Petrol,173278,Manual,2,7287
301,Maruti,Alto K10VXI,329399,2014,Hyderabad,Petrol,118885,Manual,2,7327
302,Maruti,BalenoZETA DDIS 190,575199,2016,Hyderabad,Diesel,200759,Manual,1,12795
303,Maruti,Vitara BrezzaVDI AMT,763999,2018,Hyderabad,Diesel,99039,Manual,2,16995
304,Toyota,Innova Crysta2.4 VX 8 STR,1826199,2018,Hyderabad,Diesel,181973,Manual,1,40623
305,Maruti,BalenoALPHA 1.2 K12,634699,2018,Hyderabad,Petrol,142383,Manual,1,14119
306,Maruti,Swift DzireVXI 1.2 BS IV,519999,2015,Hyderabad,Petrol,158948,Manual,1,11567
307,Maruti,Alto 800LXI,244799,2012,Hyderabad,Petrol,126194,Manual,2,5445
308,Maruti,Alto K10VXI,239999,2015,Hyderabad,Petrol,234522,Manual,1,5339
309,Toyota,Innova Crysta2.4 VX 8 STR,1588499,2017,Hyderabad,Diesel,147554,Manual,1,35335
310,Maruti,ErtigaVDI ABS,573199,2014,Hyderabad,Diesel,149390,Manual,1,12750
311,Toyota,Innova2.5 VX 8 STR BS IV,1054499,2015,Hyderabad,Diesel,143896,Manual,2,23457
312,Maruti,Swift DzireVDI BS IV,496099,2013,Hyderabad,Diesel,227373,Manual,1,11035
313,Maruti,Alto K10VXI,286599,2015,Hyderabad,Petrol,33573,Manual,1,6375
314,Maruti,Eeco5 STR WITH AC PLUSHTR,376499,2017,Hyderabad,Petrol,13599,Manual,2,8375
315,Hyundai,NEW SANTRO1.1 SPORTS AMT,486399,2018,Hyderabad,Petrol,16286,Manual,1,10820
316,Hyundai,i10MAGNA 1.2,291199,2010,Hyderabad,Petrol,44483,Manual,1,6478
317,Maruti,Eeco5 STR WITH AC PLUSHTR,437999,2019,Hyderabad,Petrol,15083,Manual,1,9743
318,Maruti,CelerioZXI OPT,464899,2018,Hyderabad,Petrol,30292,Manual,1,10341
319,Renault,Kwid1.0 RXT Opt,408499,2019,Hyderabad,Petrol,3145,Manual,1,9087
320,Maruti,Eeco5 STR WITH AC PLUSHTR,430799,2019,Hyderabad,Petrol,12696,Manual,1,9583
321,Maruti,Alto K10VXI,271399,2015,Hyderabad,Petrol,47133,Manual,1,6037
322,Hyundai,i20SPORTZ 1.2 O,301599,2010,Hyderabad,Petrol,53951,Manual,2,6709
323,Hyundai,Elite i20ASTA 1.2,575099,2016,Hyderabad,Petrol,30356,Manual,1,12793
324,Volkswagen,AmeoHIGHLINE 1.2,502099,2016,Hyderabad,Petrol,42970,Manual,2,11169
325,Maruti,Wagon R 1.0VXI,340099,2014,Hyderabad,Petrol,58748,Manual,2,7565
326,Maruti,,283899,2018,Hyderabad,Petrol,45120,,1,6315
327,Hyundai,Creta1.6 SX PLUS PETROL,976055,2017,Hyderabad,Petrol,29907,Manual,1,21712
328,Hyundai,i10SPORTZ 1.2 AT KAPPA2,326199,2010,Hyderabad,Petrol,78735,Automatic,1,7256
329,Hyundai,AccentGLE,166099,2008,Hyderabad,Petrol,90511,Manual,2,3695
330,Maruti,IGNISZETA 1.2 K12,475399,2018,Hyderabad,Petrol,67543,Manual,1,10575
331,Toyota,Innova2.5 GX 8 STR BS IV,730399,2012,Hyderabad,Diesel,105927,Manual,1,16247
332,Maruti,Vitara BrezzaVDI AMT,967199,2019,Hyderabad,Diesel,40871,Manual,1,21515
333,Hyundai,Santro XingGLS,205499,2007,Hyderabad,Petrol,118115,Manual,1,4571
334,Maruti,AltoLXI,236999,2011,Hyderabad,Petrol,23837,Manual,1,5272
335,Hyundai,Santro XingGLS,328699,2013,Hyderabad,Petrol,22856,Manual,1,7312
336,Maruti,AltoLXI,252999,2012,Hyderabad,Petrol,21215,Manual,1,5628
337,Maruti,CelerioVXI AMT,383299,2015,Hyderabad,Petrol,34106,Automatic,1,8526
338,Maruti,Alto 800LXI,341699,2018,Hyderabad,Petrol,7321,Manual,1,7601
339,Maruti,New  Wagon-RVXI 1.2L,494499,2019,Hyderabad,Petrol,15186,Manual,1,11000
340,Maruti,DzireVXI,622801,2017,Hyderabad,Petrol,12576,Manual,1,13854
341,Maruti,,295099,2018,Hyderabad,Petrol,23497,,1,6564
342,Maruti,SwiftVXI,435699,2012,Hyderabad,Petrol,32021,Manual,1,9692
343,Hyundai,i20 Active1.2 S,567099,2015,Hyderabad,Petrol,40206,Manual,1,12615
344,Honda,Amaze1.5 VXMT I DTEC,414999,2013,Hyderabad,Diesel,59316,Manual,1,9231
345,Maruti,Alto 800VXI,274699,2014,Hyderabad,Petrol,37757,Manual,2,6111
346,Hyundai,Santro XingGLS,190599,2008,Hyderabad,Petrol,41859,Manual,1,4240
347,Hyundai,i10SPORTZ 1.2 AT KAPPA2,396699,2011,Hyderabad,Petrol,47620,Automatic,2,8824
348,Maruti,Wagon R 1.0VXI,333299,2012,Hyderabad,Petrol,14631,Manual,1,7414
349,Nissan,MicraXE DIESEL,301599,2013,Hyderabad,Diesel,50151,Manual,1,6709
350,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,524299,2017,Hyderabad,Petrol,26290,Manual,1,11663
351,Hyundai,i10SPORTZ 1.2 AT KAPPA2,329999,2011,Hyderabad,Petrol,70484,Automatic,2,7341
352,Maruti,SwiftLXI,516799,2018,Hyderabad,Petrol,24945,Manual,2,11496
353,Maruti,AltoLXI,186999,2010,Hyderabad,Petrol,63438,Manual,1,4160
354,Maruti,Wagon R 1.0LXI CNG,353799,2013,Hyderabad,Petrol + CNG,51098,Manual,1,7870
355,Hyundai,i10MAGNA,241199,2008,Hyderabad,Petrol,45699,Manual,1,5365
356,Maruti,Swift DzireVDI,471499,2013,Hyderabad,Diesel,52330,Manual,2,10488
357,Tata,TiagoXZ 1.2 REVOTRON,484099,2017,Hyderabad,Petrol,28119,Manual,2,10769
358,Maruti,,280299,2018,Hyderabad,Petrol,25568,,1,6235
359,Maruti,Swift DzireZXI 1.2 BS IV,543699,2015,Hyderabad,Petrol,71639,Manual,1,12094
360,Maruti,Eeco5 STR WITH AC PLUSHTR,418499,2018,Hyderabad,Petrol,30818,Manual,1,9309
361,Hyundai,Elite i20SPORTZ 1.4,623199,2016,Hyderabad,Diesel,35670,Manual,1,13863
362,Maruti,Eeco5 STR WITH AC PLUSHTR,364999,2017,Hyderabad,Petrol,41736,Manual,1,8119
363,Hyundai,i10MAGNA 1.2,273799,2010,Hyderabad,Petrol,75181,Manual,1,6091
364,Maruti,Alto 800LXI OPT,341299,2017,Hyderabad,Petrol,39752,Manual,1,7592
365,Maruti,Wagon R 1.0LXI,266299,2010,Hyderabad,Petrol,75181,Manual,1,5924
366,Hyundai,Santro XingGL,164199,2008,Hyderabad,Petrol + LPG,84985,Manual,1,3653
367,Maruti,Alto K10VXI,241599,2013,Hyderabad,Petrol,61444,Manual,2,5374
368,Honda,Jazz1.2 V AT,506699,2015,Hyderabad,Petrol,64455,Automatic,2,11271
369,Hyundai,XcentSX 1.2 OPT,554899,2014,Hyderabad,Petrol,65833,Manual,1,12343
370,Volkswagen,PoloHIGHLINE1.2L PETROL,301899,2011,Hyderabad,Petrol,81993,Manual,2,6716
371,Maruti,RitzZXI,351899,2014,Hyderabad,Petrol,65000,Manual,1,7828
372,Hyundai,Santro XingXO ERLX EURO III,166399,2007,Hyderabad,Petrol,52521,Manual,2,3701
373,Hyundai,Elite i201.4 MAGNA PLUS CRDI,598499,2019,Hyderabad,Diesel,28724,Manual,1,13313
374,Maruti,IGNISSIGMA 1.2 K12,431099,2018,Hyderabad,Petrol,54250,Manual,1,9590
375,Maruti,BalenoZETA 1.2 K12,620899,2018,Hyderabad,Petrol,37546,Manual,1,13812
376,Renault,,333099,2016,Hyderabad,Petrol,63653,,1,7410
377,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,554399,2017,Hyderabad,Petrol,44185,Manual,1,12332
378,Maruti,AltoVXI,364699,2019,Hyderabad,Petrol,26234,Manual,1,8113
379,Skoda,OctaviaStyle 1.4 TSI MT,1399899,2017,Hyderabad,Petrol,47108,Manual,1,31140
380,Maruti,SwiftVXI 1.3,310199,2008,Hyderabad,Petrol,84544,Manual,1,6900
381,Maruti,CelerioZXI AMT,407599,2016,Hyderabad,Petrol,60903,Automatic,2,9067
382,Maruti,Vitara BrezzaZDI,730099,2016,Hyderabad,Diesel,37380,Manual,1,16241
383,Ford,Ecosport1.5TITANIUM TDCI,784599,2018,Hyderabad,Diesel,71483,Manual,1,17453
384,Hyundai,Elite i20ASTA 1.2 (O),740899,2019,Hyderabad,Petrol,35244,Manual,1,16481
385,Maruti,SwiftLDI,303299,2009,Hyderabad,Diesel,100009,Manual,1,6747
386,Hyundai,Verna1.6 SX VTVT,842899,2018,Hyderabad,Petrol,52588,Manual,1,18750
387,Maruti,Alto K10LXI,186799,2010,Hyderabad,Petrol,102362,Manual,2,4155
388,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,1078899,2019,Hyderabad,Diesel,47337,Manual,1,24000
389,Hyundai,i10MAGNA 1.2 KAPPA2,245199,2011,Hyderabad,Petrol,116983,Manual,2,5454
390,Maruti,SwiftLDI BS IV,391599,2013,Hyderabad,Diesel,85915,Manual,1,8711
391,Hyundai,Verna1.6 CRDI SX + AT,1110899,2018,Hyderabad,Diesel,32419,Automatic,1,24711
392,Audi,Q335 TDI Quattro,1433799,2015,Hyderabad,Diesel,87654,Automatic,1,31894
393,Maruti,BalenoALPHA DDIS 190,668099,2018,Hyderabad,Diesel,60058,Manual,2,14861
394,Ford,Ecosport1.5 TREND TI VCT,530199,2015,Hyderabad,Petrol,86039,Manual,1,11794
395,Maruti,Wagon R 1.0VXI,342499,2014,Hyderabad,Petrol,92313,Manual,1,7619
396,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,1117099,2019,Hyderabad,Diesel,39518,Manual,1,24849
397,Maruti,SX4VXI,268699,2008,Hyderabad,Petrol,125711,Manual,2,5977
398,Hyundai,Creta1.6 CRDI SX PLUS AUTO,951099,2016,Hyderabad,Diesel,108963,Automatic,1,21157
399,Hyundai,,857799,2018,Hyderabad,Diesel,89645,,1,19081
400,Hyundai,Creta1.6 SX PLUS DIESEL,1087699,2017,Hyderabad,Diesel,122673,Manual,2,24195
401,Maruti,Swift DzireVDI BS IV,458899,2014,Hyderabad,Diesel,155205,Manual,2,10208
402,Ford,Ecosport1.5 TREND+ TDCI,653199,2018,Hyderabad,Diesel,106245,Manual,2,14530
403,Toyota,Innova2.5 VX 7 STR BS IV,571599,2012,Hyderabad,Diesel,134217,Manual,1,12715
404,Maruti,SwiftVXI OPT,510299,2017,Hyderabad,Petrol,29996,Manual,2,11351
405,Honda,CityV MT PETROL,612299,2014,Hyderabad,Petrol,40511,Manual,1,13620
406,Maruti,CiazALPHA 1.5 MT VVT SHVS,732799,2018,Hyderabad,Petrol,18515,Manual,1,16301
407,Maruti,S CrossZETA 1.3 SHVS,886199,2018,Hyderabad,Diesel,22987,Manual,1,19713
408,Hyundai,i20 Active1.4 SX,660699,2016,Hyderabad,Diesel,57997,Manual,1,14697
409,Maruti,Swift DzireVXI 1.2 BS IV,531299,2016,Hyderabad,Petrol,69673,Manual,1,11818
410,Maruti,Alto K10VXI,218599,2011,Delhi,Petrol,20354,Manual,1,4863
411,Maruti,AltoLXI,145899,2008,Delhi,Petrol,22357,Manual,1,3245
412,Hyundai,,807999,2021,Delhi,Petrol,2589,,1,17973
413,Maruti,SwiftLXI OPT,407099,2016,Delhi,Petrol,29893,Manual,1,9056
414,Maruti,Alto 800LXI,278899,2015,Delhi,Petrol,9217,Manual,1,6204
415,Maruti,Alto 800VXI,346499,2014,Delhi,Petrol,12535,Manual,1,7708
416,Maruti,Alto K10LXI,308899,2015,Delhi,Petrol,10957,Manual,1,6871
417,Mahindra,Kuv100K2 6 STR,374199,2016,Delhi,Petrol,11817,Manual,1,8324
418,Honda,Amaze1.2 SMT I VTEC,383299,2015,Delhi,Petrol,32655,Manual,1,8526
419,Maruti,RitzLXI,249199,2010,Delhi,Petrol,26740,Manual,1,5543
420,Maruti,CelerioVXI,455999,2018,Delhi,Petrol,6644,Manual,1,10143
421,Maruti,AltoLXI,190499,2011,Delhi,Petrol,29954,Manual,1,4238
422,Hyundai,NEW SANTRO1.1 MAGNA MT,453999,2019,Delhi,Petrol,8632,Manual,1,10099
423,Maruti,Alto 800LXI,304999,2017,Delhi,Petrol,9527,Manual,1,6785
424,Maruti,SwiftLXI,571699,2020,Delhi,Petrol,1755,Manual,1,12717
425,Maruti,Wagon R 1.0VXI,327699,2014,Delhi,Petrol,17178,Manual,1,7289
426,Hyundai,Grand i10SPORTZ O 1.2,505000,2017,Delhi,Petrol,8055,Manual,1,11233
427,Maruti,Swift DzireVDI BS IV,311499,2012,Delhi,Diesel,48390,Manual,1,6929
428,Maruti,Alto K10VXI,201699,2012,Delhi,Petrol,35139,Manual,2,4487
429,Renault,KwidRXT Opt,295599,2015,Delhi,Petrol,20231,Manual,1,6575
430,Hyundai,EonERA PLUS,245000,2013,Delhi,Petrol,20439,Manual,2,5450
431,Maruti,ErtigaZXI SMART HYBRID,926299,2019,Delhi,Petrol,353,Manual,1,20605
432,Maruti,AltoLXI,359499,2020,Delhi,Petrol,2723,Manual,1,7997
433,Hyundai,Grand i10MAGNA 1.2 VTVT,379499,2017,Delhi,Petrol,27050,Manual,1,8442
434,Maruti,Alto 800LXI,254099,2015,Delhi,Petrol,26525,Manual,2,5652
435,Hyundai,Grand i10Sportz(O) 1.2 MT,450399,2017,Delhi,Petrol,26243,Manual,1,10019
436,Maruti,AltoLXI,424299,2020,Delhi,Petrol,3276,Manual,1,9438
437,Maruti,Alto 800LXI,314699,2016,Delhi,Petrol,21305,Manual,1,7000
438,Maruti,SwiftVDI ABS,479299,2017,Delhi,Diesel,16646,Manual,1,10662
439,Maruti,SwiftZXI,449099,2012,Delhi,Petrol,15538,Manual,1,9990
440,Ford,Figo1.2 EXI DURATEC,256199,2011,Delhi,Petrol,22423,Manual,1,5699
441,Maruti,CelerioZXI,359199,2014,Delhi,Petrol,35828,Manual,2,7990
442,Hyundai,Grand i10MAGNA 1.2 VTVT,350099,2013,Delhi,Petrol,40273,Manual,1,7788
443,Hyundai,EonERA PLUS,214299,2014,Delhi,Petrol,44012,Manual,1,4767
444,Maruti,Alto K10VXI,309299,2017,Delhi,Petrol,8300,Manual,1,6880
445,Maruti,Swift DzireVDI BS IV,393299,2013,Delhi,Diesel,39947,Manual,1,8749
446,Maruti,Alto K10VXI,390099,2017,Delhi,Petrol,11691,Manual,1,8678
447,Maruti,,360999,2017,Delhi,Petrol,20764,,2,8030
448,Maruti,SwiftLXI,485599,2018,Delhi,Petrol,12268,Manual,1,10802
449,Maruti,SwiftVXI,370399,2014,Delhi,Petrol,34710,Manual,2,8239
450,Maruti,BalenoSIGMA 1.2 K12,620899,2020,Delhi,Petrol,4151,Manual,1,13812
451,Maruti,Wagon RLXI MINOR,170699,2009,Delhi,Petrol,36035,Manual,1,3797
452,Maruti,SwiftVXI,405000,2014,Delhi,Petrol,31059,Manual,1,9009
453,Maruti,Swift DzireVDI BS IV,376999,2013,Delhi,Diesel,44284,Manual,1,8386
454,Maruti,RitzVXI BS IV,204099,2011,Delhi,Petrol,41762,Manual,1,4540
455,Maruti,SwiftVDI,312399,2013,Delhi,Diesel,39124,Manual,1,6949
456,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,445799,2017,Delhi,Petrol,15673,Manual,1,9917
457,Maruti,Alto 800LXI,265699,2014,Delhi,Petrol,31745,Manual,1,5910
458,Maruti,Alto 800LXI,286599,2017,Delhi,Petrol,18113,Manual,1,6375
459,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,415399,2016,Delhi,Petrol,26951,Manual,1,9240
460,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,410499,2016,Delhi,Petrol,19017,Manual,2,9131
461,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,384699,2013,Delhi,Petrol,43969,Manual,1,8557
462,Maruti,SwiftVDI,336499,2012,Delhi,Diesel,35969,Manual,1,7485
463,Hyundai,EonERA PLUS,278199,2016,Delhi,Petrol,14776,Manual,1,6188
464,Mahindra,XUV 3OOW4 PETROL,752399,2020,Delhi,Petrol,6037,Manual,1,16737
465,Hyundai,i10SPORTZ 1.2 AT KAPPA2,299099,2012,Delhi,Petrol,36725,Automatic,1,6653
466,Toyota,EtiosVX,374599,2011,Delhi,Petrol,29699,Manual,1,8333
467,Maruti,S PRESSOVXI,430399,2020,Delhi,Petrol,6100,Manual,1,9574
468,Honda,Jazz1.2 X I VTEC,358599,2012,Delhi,Petrol,32514,Manual,2,7977
469,Maruti,SwiftLXI,382099,2013,Delhi,Petrol,26908,Manual,1,8500
470,Hyundai,EonD LITE PLUS,262699,2014,Delhi,Petrol,12398,Manual,1,5844
471,Toyota,EtiosVX,362399,2011,Delhi,Petrol,49654,Manual,2,8061
472,Maruti,AltoLXI,188899,2010,Delhi,Petrol,29645,Manual,1,4202
473,Hyundai,EonD LITE PLUS,187000,2013,Delhi,Petrol,35108,Manual,2,4160
474,Maruti,SwiftVXI,243099,2010,Delhi,Petrol,35253,Manual,1,5408
475,Maruti,Alto 800LXI,310599,2018,Delhi,Petrol,15838,Manual,1,6909
476,Renault,KwidRXT,294799,2016,Delhi,Petrol,23421,Manual,1,6558
477,Maruti,IGNISSIGMA 1.2 K12,509499,2020,Delhi,Petrol,1878,Manual,1,11334
478,Hyundai,EonMAGNA PLUS,290000,2015,Delhi,Petrol,20494,Manual,1,6451
479,Maruti,Alto 800LXI,284299,2015,Delhi,Petrol,7245,Manual,1,6324
480,Maruti,RitzZXI,256799,2010,Delhi,Petrol,41832,Manual,1,5712
481,Maruti,Swift DzireVDI BS IV,408699,2013,Delhi,Diesel,33554,Manual,1,9091
482,Maruti,RitzVXI BS IV,297799,2013,Delhi,Petrol,36846,Manual,2,6624
483,Maruti,Alto K10LXI,235299,2012,Delhi,Petrol,33175,Manual,1,5234
484,Hyundai,EonD LITE PLUS,203711,2012,Delhi,Petrol,31289,Manual,1,4531
485,Maruti,SwiftVDI,338999,2012,Delhi,Diesel,47140,Manual,1,7541
486,Maruti,Swift DzireVDI BS IV,345599,2012,Delhi,Diesel,42478,Manual,2,7688
487,Honda,Brio1.2 S MT I VTEC,292199,2012,Delhi,Petrol,39831,Manual,2,6500
488,Maruti,AltoLXI,178499,2010,Delhi,Petrol,34611,Manual,1,3971
489,Maruti,RitzLXI,160000,2010,Delhi,Petrol,49082,Manual,1,3559
490,Maruti,Alto 800VXI,262899,2014,Delhi,Petrol,37134,Manual,1,5848
491,Hyundai,XcentSX 1.2 OPT,433199,2014,Delhi,Petrol,39288,Manual,1,9636
492,Hyundai,EonMAGNA PLUS,330899,2015,Delhi,Petrol,22176,Manual,1,7361
493,Hyundai,Elite i20ASTA 1.2,565599,2015,Delhi,Petrol,33553,Manual,1,12581
494,Hyundai,Elite i201.2 MAGNA PLUS VTVT,631499,2020,Delhi,Petrol,16962,Manual,1,14047
495,Chevrolet,SparkLS 1.0,105000,2011,Delhi,Petrol,34170,Manual,1,2336
496,Maruti,Alto K10VXI,311099,2018,Delhi,Petrol,18224,Manual,1,6920
497,Renault,KwidRXL,348199,2018,Delhi,Petrol,8220,Manual,1,7745
498,Maruti,AltoLXI,350299,2020,Delhi,Petrol,9641,Manual,1,7792
499,Maruti,Alto 800LXI,307399,2016,Delhi,Petrol,30140,Manual,1,6838
500,Maruti,Alto K10VXI,378099,2018,Delhi,Petrol,11026,Manual,1,8411
501,Hyundai,Grand i10MAGNA 1.2 VTVT,393099,2013,Delhi,Petrol,43986,Manual,1,8744
502,Maruti,Alto K10VXI,269899,2014,Delhi,Petrol,37165,Manual,1,6004
503,Maruti,Alto 800LXI,315099,2018,Delhi,Petrol,5851,Manual,1,7009
504,Hyundai,Grand i10MAGNA 1.2 VTVT,370799,2016,Delhi,Petrol,34013,Manual,2,8248
505,Tata,TiagoXZ 1.2 REVOTRON,515299,2018,Delhi,Petrol,7927,Manual,1,11463
506,Maruti,Zen EstiloVXI,178599,2010,Delhi,Petrol,50189,Manual,2,3973
507,Maruti,BalenoDELTA 1.2 K12,614299,2019,Delhi,Petrol,17916,Manual,1,13665
508,Maruti,Alto 800LXI,200000,2012,Delhi,Petrol,28132,Manual,1,4449
509,Maruti,Alto 800LXI,308499,2018,Delhi,Petrol,16323,Manual,2,6862
510,Volkswagen,PoloGTI TSI AT,664899,2016,Delhi,Petrol,26584,Automatic,2,14790
511,Honda,CityV MT PETROL,357000,2012,Delhi,Petrol,55376,Manual,2,7941
512,Maruti,SwiftVDI,341199,2013,Delhi,Diesel,45014,Manual,1,7590
513,Maruti,Alto 800VXI,376799,2018,Delhi,Petrol,12342,Manual,1,8382
514,Hyundai,EonERA PLUS,253399,2014,Delhi,Petrol,42855,Manual,1,5637
515,Maruti,SwiftVDI,356099,2013,Delhi,Diesel,45994,Manual,1,7921
516,Maruti,CelerioVXI,307299,2014,Delhi,Petrol,43574,Manual,1,6836
517,Maruti,RitzVDI,243399,2012,Delhi,Diesel,41213,Manual,1,5414
518,Maruti,Alto K10LXI,341499,2018,Delhi,Petrol,9253,Manual,1,7596
519,Maruti,SwiftLXI,574000,2020,Delhi,Petrol,16684,Manual,1,12768
520,Maruti,SwiftLXI,339899,2013,Delhi,Petrol,43265,Manual,3,7561
521,Maruti,Swift DzireVXI,264299,2010,Delhi,Petrol,44518,Manual,1,5879
522,Maruti,SwiftVDI,349299,2013,Delhi,Diesel,50647,Manual,2,7770
523,Maruti,Wagon R 1.0LXI,198699,2010,Delhi,Petrol,578889,Manual,1,4420
524,Maruti,Alto K10VXI,314099,2017,Delhi,Petrol,30113,Manual,1,6987
525,Maruti,Alto K10VXI,375499,2018,Delhi,Petrol,3212,Manual,1,8353
526,Datsun,,353799,2018,Delhi,Petrol,21341,,1,7870
527,Maruti,Alto 800VXI,330899,2016,Delhi,Petrol,24069,Manual,1,7361
528,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,334099,2015,Delhi,Petrol,33941,Manual,1,7432
529,Hyundai,i20MAGNA O 1.2,388399,2013,Delhi,Petrol,34734,Manual,2,8640
530,Hyundai,Grand i10MAGNA 1.2 VTVT,529599,2018,Delhi,Petrol,16558,Manual,1,11781
531,KIA,SELTOSHTK 1.5 PETROL,1127199,2020,Delhi,Petrol,4968,Manual,2,25074
532,Hyundai,Elite i20SPORTZ (O) 1.4,506199,2015,Delhi,Diesel,58080,Manual,2,11260
533,Maruti,Alto K10LXI,306499,2016,Delhi,Petrol,32519,Manual,1,6818
534,Maruti,BalenoDELTA 1.2 K12,548799,2015,Delhi,Petrol,21634,Manual,1,12208
535,Maruti,Swift DzireVXI 1.2 BS IV,364000,2013,Delhi,Petrol,34878,Manual,1,8097
536,Hyundai,VernaFLUIDIC 1.6 SX CRDI,379699,2012,Delhi,Diesel,52369,Manual,1,8446
537,Maruti,Alto 800LXI,381899,2018,Delhi,Petrol,7093,Manual,1,8495
538,Hyundai,NEW SANTRO1.1 MAGNA MT,384799,2018,Delhi,Petrol,9939,Manual,1,8560
539,Hyundai,Elite i20Magna Executive 1.2,551699,2018,Delhi,Petrol,9599,Manual,1,12272
540,MG,HECTORSHARP HYBIRD PETROL MT,1764299,2020,Delhi,Petrol,3094,Manual,1,39246
541,Maruti,S PRESSOVXI PLUS,433099,2019,Delhi,Petrol,3353,Manual,1,9634
542,Maruti,Alto 800LXI,257199,2013,Delhi,Petrol,19919,Manual,1,5721
543,Maruti,SwiftVDI ABS,430599,2015,Delhi,Diesel,27735,Manual,1,9578
544,Maruti,Eeco5 STR WITH AC PLUSHTR,421099,2019,Delhi,Petrol,8454,Manual,1,9367
545,Maruti,Wagon R 1.0VXI,421099,2017,Delhi,Petrol,20685,Manual,2,9367
546,Maruti,SwiftVDI,313999,2012,Delhi,Diesel,30589,Manual,1,6985
547,Hyundai,Grand i10SPORTS 1.2 VTVT,429999,2014,Delhi,Petrol,22836,Manual,1,9565
548,Hyundai,Grand i10SPORTS 1.2 VTVT,450000,2017,Delhi,Petrol,22455,Manual,1,10010
549,Maruti,Alto K10VXI,287499,2013,Delhi,Petrol,17374,Manual,1,6395
550,Maruti,New  Wagon-R1.0 LXI (O),524799,2020,Delhi,Petrol,7242,Manual,1,11674
551,Datsun,Redi GoS 1.0,336199,2019,Delhi,Petrol,13752,Manual,1,7479
552,Hyundai,i20ERA 1.4 CRDI,374099,2013,Delhi,Diesel,32281,Manual,1,8322
553,Tata,TiagoXT 1.2 REVOTRON,360799,2017,Delhi,Petrol,24648,Manual,1,8026
554,Maruti,Zen EstiloLXI,225699,2011,Delhi,Petrol,39300,Manual,2,5021
555,Maruti,Wagon R 1.0VXI,375999,2015,Delhi,Petrol,22286,Manual,2,8364
556,Maruti,,402199,2020,Delhi,Petrol,3176,,1,8947
557,Hyundai,i10MAGNA 1.2 KAPPA2,219199,2010,Delhi,Petrol,47870,Manual,1,4876
